,name,forward [log2(rna/dna)],reverse [log2(rna/dna)],chr.hg38,start.hg38,stop.hg38
42800,seq78150,-1.131,-0.163,9,78239584.0,78239784.0
42802,seq78156,-1.429,-0.418,9,78704270.0,78704470.0
42804,seq78161,-0.947,-1.406,9,79132065.0,79132265.0
42806,seq78165,-1.033,-0.812,9,79233665.0,79233865.0
42808,seq78168,-0.974,-0.871,9,79257371.0,79257571.0
42810,seq78170,-0.77,-0.899,9,79312765.0,79312965.0
42812,seq78173,-3.232,-1.069,9,79362299.0,79362499.0
42814,seq78174,-1.409,-1.248,9,79391524.0,79391724.0
42816,seq78176,1.91,-0.135,9,79439315.0,79439515.0
42818,seq78181,-0.594,-2.833,9,79583947.0,79584147.0
42820,seq78183,-0.727,0.166,9,79694820.0,79695020.0
42822,seq78184,-1.495,-0.833,9,79817668.0,79817868.0
42824,seq78185,-2.852,-1.57,9,79834841.0,79835041.0
42826,seq78186,-0.47,-0.372,9,79955390.0,79955590.0
42828,seq7819,-0.212,-2.215,10,9596453.0,9596653.0
42830,seq78193,-0.568,-1.44,9,80407290.0,80407490.0
42832,seq78194,0.292,-0.008,9,80410185.0,80410385.0
42834,seq78201,-0.567,-0.112,9,81083170.0,81083370.0
42836,seq78204,-0.58,-1.125,9,81522780.0,81522980.0
42838,seq78207,-0.718,0.131,9,81596230.0,81596430.0
42840,seq78208,0.043,-0.088,9,81600745.0,81600945.0
42842,seq78222,-1.47,-1.036,9,82651534.0,82651734.0
42844,seq78225,-1.266,-1.053,9,82763735.0,82763935.0
42846,seq78240,-1.341,-0.873,9,83361787.0,83361987.0
42848,seq78246,-0.427,-0.364,9,83585105.0,83585305.0
42850,seq78247,-1.637,-0.524,9,83596980.0,83597180.0
42852,seq78255,-1.484,0.066,9,84013000.0,84013200.0
42854,seq78257,-2.023,-1.746,9,84140535.0,84140735.0
42856,seq78273,-1.072,-2.337,9,84397770.0,84397970.0
42858,seq78275,-1.11,-0.849,9,84493342.0,84493542.0
42860,seq78276,-1.714,-1.604,9,84493675.0,84493875.0
42862,seq78278,-0.777,-1.493,9,84573210.0,84573410.0
42864,seq78279,-1.779,0.6,9,84615658.0,84615858.0
42866,seq78282,-1.191,-0.795,9,84709834.0,84710034.0
42868,seq78286,-1.313,-1.094,9,84811490.0,84811690.0
42870,seq78288,-1.588,-0.763,9,84852000.0,84852200.0
42872,seq78290,-0.806,-1.438,9,84937175.0,84937375.0
42874,seq78293,-1.88,-1.288,9,84997557.0,84997757.0
42876,seq78301,-0.71,-1.158,9,85332590.0,85332790.0
42878,seq78309,1.627,1.515,9,85723315.0,85723515.0
42880,seq78315,-0.515,-1.471,9,86034970.0,86035170.0
42882,seq78316,-1.83,-0.868,9,86044115.0,86044315.0
42884,seq78317,0.232,-0.71,9,86127445.0,86127645.0
42886,seq78321,0.219,-1.015,9,86287100.0,86287300.0
42888,seq78323,-1.075,-0.792,9,86464392.0,86464592.0
42890,seq78326,-1.008,-0.605,9,86578102.0,86578302.0
42892,seq78330,-1.42,-1.927,9,86614909.0,86615109.0
42894,seq78333,0.977,-1.163,9,86639887.0,86640087.0
42896,seq78336,-1.319,-1.129,9,86802035.0,86802235.0
42898,seq78338,-0.259,-0.63,9,86855200.0,86855400.0
42900,seq78340,1.209,-0.131,9,86893915.0,86894115.0
42902,seq78346,-0.168,-1.407,9,87042065.0,87042265.0
42904,seq78352,-0.62,-0.108,9,87263380.0,87263580.0
42906,seq78355,-1.031,-0.272,9,87407745.0,87407945.0
42908,seq78359,1.714,1.397,9,87445710.0,87445910.0
42910,seq7836,0.265,-1.237,10,10677575.0,10677775.0
42912,seq78363,-0.603,-0.613,9,87662970.0,87663170.0
42914,seq78371,-1.548,-1.186,9,87824285.0,87824485.0
42916,seq78372,-0.234,0.543,9,87834405.0,87834605.0
42918,seq78373,-2.001,-1.255,9,87876007.0,87876207.0
42920,seq78375,-0.452,0.112,9,87909855.0,87910055.0
42922,seq78376,-1.3,-0.574,9,87950896.0,87951096.0
42924,seq78391,-0.929,-0.608,9,88313585.0,88313785.0
42926,seq78392,-1.217,-0.831,9,88349640.0,88349840.0
42928,seq78395,-1.622,-1.774,9,88418076.0,88418276.0
42930,seq78400,-0.524,-1.249,9,88590685.0,88590885.0
42932,seq78403,-1.143,-1.462,9,88673375.0,88673575.0
42934,seq78404,-0.956,-0.818,9,88706532.0,88706732.0
42936,seq7841,-1.489,-0.643,10,10798910.0,10799110.0
42938,seq78417,0.581,-0.261,9,89144320.0,89144520.0
42940,seq78426,-1.181,-1.083,9,89544378.0,89544578.0
42942,seq78429,-0.713,1.212,9,89593045.0,89593245.0
42944,seq78430,-0.93,-1.592,9,89593920.0,89594120.0
42946,seq78432,0.108,-0.21,9,89619155.0,89619355.0
42948,seq78433,0.877,0.625,9,89662045.0,89662245.0
42950,seq78437,-1.39,-0.578,9,89695572.0,89695772.0
42952,seq78441,-0.924,-1.09,9,89821231.0,89821431.0
42954,seq78444,-0.53,-0.564,9,89919170.0,89919370.0
42956,seq78445,-1.689,-1.527,9,89919455.0,89919655.0
42958,seq78457,-0.83,-1.162,9,90287626.0,90287826.0
42960,seq78461,-1.6,-0.988,9,90517082.0,90517282.0
42962,seq78472,-1.125,-1.257,9,90890245.0,90890445.0
42964,seq78473,-1.089,-1.533,9,90895325.0,90895525.0
42966,seq78474,-0.154,0.076,9,90914950.0,90915150.0
42968,seq78476,-0.925,-1.56,9,90964310.0,90964510.0
42970,seq78477,-0.925,-0.574,9,90985305.0,90985505.0
42972,seq78481,-1.168,-1.289,9,91089723.0,91089923.0
42974,seq78482,0.782,-0.137,9,91118225.0,91118425.0
42976,seq78483,-2.066,-1.897,9,91193125.0,91193325.0
42978,seq78484,-1.348,-2.6,9,91193405.0,91193605.0
42980,seq7849,-1.936,-0.088,10,11270670.0,11270870.0
42982,seq78490,-0.939,-1.024,9,91341188.0,91341388.0
42984,seq78498,-0.032,0.184,9,91727405.0,91727605.0
42986,seq78500,-0.057,-0.617,9,91758495.0,91758695.0
42988,seq78505,0.212,0.504,9,91857590.0,91857790.0
42990,seq78509,-0.642,0.996,9,91914579.0,91914779.0
42992,seq7851,0.637,-1.619,10,11386069.0,11386269.0
42994,seq78511,-0.955,-1.192,9,91927979.0,91928179.0
42996,seq78519,-0.645,-0.248,9,92134000.0,92134200.0
42998,seq78520,0.031,-0.888,9,92138190.0,92138390.0
43000,seq78521,-0.83,-2.137,9,92140365.0,92140565.0
43002,seq78529,-0.907,-0.524,9,92679524.0,92679724.0
43004,seq78536,-2.268,-2.024,9,92807332.0,92807532.0
43006,seq78540,-2.103,-0.873,9,92873070.0,92873270.0
43008,seq78550,-0.398,-0.619,9,93003820.0,93004020.0
43010,seq78562,-1.361,-0.902,9,93297859.0,93298059.0
43012,seq78565,-1.294,-2.036,9,93324211.0,93324411.0
43014,seq78567,-1.132,-1.259,9,93428065.0,93428265.0
43016,seq78568,-1.09,-1.285,9,93437148.0,93437348.0
43018,seq78571,-0.778,-1.444,9,93536935.0,93537135.0
43020,seq78573,-1.298,-1.727,9,93592734.0,93592934.0
43022,seq78575,-1.476,-0.08,9,93620053.0,93620253.0
43024,seq78590,-1.324,-0.812,9,93950181.0,93950381.0
43026,seq78591,-0.457,-1.103,9,93958475.0,93958675.0
43028,seq78593,-2.22,-2.574,9,93960315.0,93960515.0
43030,seq78594,-0.841,0.25,9,93963030.0,93963230.0
43032,seq78595,-0.403,-0.703,9,93965889.0,93966089.0
43034,seq78599,0.611,0.861,9,94165975.0,94166175.0
43036,seq78600,3.597,3.526,9,94166705.0,94166905.0
43038,seq78602,-1.618,-0.077,9,94213615.0,94213815.0
43040,seq78605,-0.548,-0.601,9,94420235.0,94420435.0
43042,seq78614,-0.373,-1.265,9,94627411.0,94627611.0
43044,seq78618,0.309,-1.795,9,94783145.0,94783345.0
43046,seq78624,-0.064,0.056,9,94981060.0,94981260.0
43048,seq78629,-1.949,-1.626,9,95044771.0,95044971.0
43050,seq7863,1.577,2.356,10,11736867.0,11737067.0
43052,seq78630,-1.344,-0.751,9,95045100.0,95045300.0
43054,seq78633,-1.208,-0.413,9,95048875.0,95049075.0
43056,seq78635,-1.357,-1.665,9,95079023.0,95079223.0
43058,seq78636,-1.569,-1.324,9,95087796.0,95087996.0
43060,seq78637,-0.234,-1.156,9,95096524.0,95096724.0
43062,seq7864,-0.878,-0.138,10,11757995.0,11758195.0
43064,seq78643,-1.19,-0.424,9,95127700.0,95127900.0
43066,seq78648,-0.348,-0.855,9,95183255.0,95183455.0
43068,seq78650,-2.727,-0.984,9,95230156.0,95230356.0
43070,seq78651,-0.45,-1.039,9,95250085.0,95250285.0
43072,seq78656,-2.089,-3.333,9,95349215.0,95349415.0
43074,seq78667,-2.872,-1.904,9,95553075.0,95553275.0
43076,seq78669,-0.702,-0.57,9,95736465.0,95736665.0
43078,seq78672,-1.4,0.039,9,95770740.0,95770940.0
43080,seq78674,-1.659,-0.694,9,95788139.0,95788339.0
43082,seq78675,-1.182,-1.606,9,95816095.0,95816295.0
43084,seq78679,-1.255,-2.378,9,96022023.0,96022223.0
43086,seq78681,-1.851,-0.805,9,96026235.0,96026435.0
43088,seq78682,-0.949,-2.827,9,96027584.0,96027784.0
43090,seq78683,-1.198,-1.201,9,96040550.0,96040750.0
43092,seq78687,-0.665,0.234,9,96087727.0,96087927.0
43094,seq7869,-0.601,-0.666,10,11874855.0,11875055.0
43096,seq78690,-0.158,-0.866,9,96129832.0,96130032.0
43098,seq78691,-0.348,-1.102,9,96137387.0,96137587.0
43100,seq78692,-1.427,-0.951,9,96140125.0,96140325.0
43102,seq7870,-0.529,-1.204,10,11880475.0,11880675.0
43104,seq78712,-1.281,-1.15,9,96462645.0,96462845.0
43106,seq78718,-2.161,-3.219,9,96719975.0,96720175.0
43108,seq78722,-1.043,-0.034,9,96875550.0,96875750.0
43110,seq78728,0.185,0.522,9,97051900.0,97052100.0
43112,seq78729,-0.433,-0.441,9,97076310.0,97076510.0
43114,seq78730,-1.786,-0.953,9,97076930.0,97077130.0
43116,seq78731,-1.856,-2.68,9,97077294.0,97077494.0
43118,seq78737,-1.354,-0.849,9,97221095.0,97221295.0
43120,seq78740,-1.004,-1.005,9,97237295.0,97237495.0
43122,seq7875,-1.011,-0.942,10,11936986.0,11937186.0
43124,seq78750,-1.275,-1.267,9,97470190.0,97470390.0
43126,seq78760,-0.714,-0.889,9,97739271.0,97739471.0
43128,seq78761,-0.119,-0.274,9,97741225.0,97741425.0
43130,seq78762,-1.321,-0.772,9,97745415.0,97745615.0
43132,seq7877,-1.433,-0.49,10,12081574.0,12081774.0
43134,seq78777,-0.574,-1.617,9,98034790.0,98034990.0
43136,seq78778,0.062,-1.03,9,98074465.0,98074665.0
43138,seq78785,-0.075,0.182,9,98169105.0,98169305.0
43140,seq78786,-0.515,-0.589,9,98205770.0,98205970.0
43142,seq78789,-1.129,-1.702,9,98234511.0,98234711.0
43144,seq7879,-0.393,0.195,10,12252960.0,12253160.0
43146,seq78793,-0.502,-0.064,9,98287505.0,98287705.0
43148,seq78805,-0.596,-0.667,9,98625920.0,98626120.0
43150,seq78808,-1.647,-0.983,9,98774890.0,98775090.0
43152,seq78809,-0.816,-0.524,9,98775915.0,98776115.0
43154,seq78810,-1.397,-0.371,9,98791255.0,98791455.0
43156,seq78814,-0.094,-1.37,9,98975000.0,98975200.0
43158,seq78816,-1.092,-0.579,9,98998950.0,98999150.0
43160,seq78817,-1.183,-0.264,9,99000555.0,99000755.0
43162,seq78819,0.049,0.278,9,99159699.0,99159899.0
43164,seq78827,-0.846,-0.991,9,99264205.0,99264405.0
43166,seq78828,-0.481,-0.562,9,99266635.0,99266835.0
43168,seq78831,0.191,-1.138,9,99361895.0,99362095.0
43170,seq78838,-0.368,-1.186,9,99511827.0,99512027.0
43172,seq7884,-1.007,-0.952,10,12482637.0,12482837.0
43174,seq78847,-1.706,-2.054,9,99966807.0,99967007.0
43176,seq78853,-0.613,-1.479,9,100146100.0,100146300.0
43178,seq78855,-2.142,-1.338,9,100216280.0,100216480.0
43180,seq78858,1.686,1.464,9,100411680.0,100411880.0
43182,seq78859,-0.968,-0.693,9,100437960.0,100438160.0
43184,seq78861,-1.683,-1.123,9,100527495.0,100527695.0
43186,seq78871,-0.444,-0.529,9,100739835.0,100740035.0
43188,seq78872,1.112,0.611,9,100749040.0,100749240.0
43190,seq78874,-0.286,-0.36,9,101054795.0,101054995.0
43192,seq78876,-1.695,-0.599,9,101176455.0,101176655.0
43194,seq78883,-1.569,-1.144,9,101457130.0,101457330.0
43196,seq78885,1.933,0.782,9,101462631.0,101462831.0
43198,seq78894,-0.296,0.849,9,101711430.0,101711630.0
43200,seq78900,1.898,1.329,9,102124530.0,102124730.0
43202,seq78906,-1.652,-0.901,9,102356075.0,102356275.0
43204,seq7891,1.353,1.014,10,12643365.0,12643565.0
43206,seq78913,0.785,0.829,9,103237810.0,103238010.0
43208,seq78918,-0.45,-0.701,9,103872855.0,103873055.0
43210,seq78921,-0.527,-0.959,9,103991075.0,103991275.0
43212,seq78928,-0.573,-2.044,9,104557155.0,104557355.0
43214,seq78936,-1.506,-0.946,9,104968730.0,104968930.0
43216,seq78939,-0.11,0.434,9,104991750.0,104991950.0
43218,seq78940,-0.842,-1.531,9,104993595.0,104993795.0
43220,seq78942,-0.776,-1.574,9,105148700.0,105148900.0
43222,seq78944,-0.392,0.376,9,105173375.0,105173575.0
43224,seq78946,-1.569,-1.258,9,105399241.0,105399441.0
43226,seq78948,-0.829,0.067,9,105415460.0,105415660.0
43228,seq7895,-1.378,-0.921,10,12729980.0,12730180.0
43230,seq78951,-0.633,-1.253,9,105519784.0,105519984.0
43232,seq78954,-1.768,-1.194,9,105651826.0,105652026.0
43234,seq78955,-2.109,-2.708,9,105656260.0,105656460.0
43236,seq78956,-0.133,-0.825,9,105674074.0,105674274.0
43238,seq78958,-0.835,-1.494,9,105782800.0,105783000.0
43240,seq78966,-1.729,-1.043,9,106025560.0,106025760.0
43242,seq78974,-1.15,-0.479,9,106532692.0,106532892.0
43244,seq78980,-1.849,-0.43,9,106892780.0,106892980.0
43246,seq78982,-1.926,-0.805,9,107045020.0,107045220.0
43248,seq78984,-1.128,-1.667,9,107131341.0,107131541.0
43250,seq78985,-0.383,-0.714,9,107158420.0,107158620.0
43252,seq78991,-0.471,-0.332,9,107422290.0,107422490.0
43254,seq78996,-1.376,-1.709,9,107466125.0,107466325.0
43256,seq790,-0.342,-2.474,1,16642655.0,16642855.0
43258,seq79001,-1.74,-1.313,9,107637560.0,107637760.0
43260,seq79005,2.177,1.366,9,107749840.0,107750040.0
43262,seq79013,-1.329,-0.791,9,108272630.0,108272830.0
43264,seq79014,-0.838,0.51,9,108412845.0,108413045.0
43266,seq79015,-1.006,-2.606,9,108444423.0,108444623.0
43268,seq79023,0.634,-1.295,9,108671285.0,108671485.0
43270,seq79024,-1.068,-0.385,9,108756862.0,108757062.0
43272,seq79030,-0.634,-0.686,9,108951210.0,108951410.0
43274,seq79033,-0.928,-1.062,9,109182945.0,109183145.0
43276,seq79048,-0.475,-0.302,9,109440795.0,109440995.0
43278,seq79049,-1.627,-1.053,9,109441380.0,109441580.0
43280,seq7905,-0.183,-0.553,10,13054167.0,13054367.0
43282,seq79051,-1.246,-0.868,9,109455975.0,109456175.0
43284,seq79053,-2.078,-2.225,9,109520580.0,109520780.0
43286,seq79063,0.287,0.316,9,109856966.0,109857166.0
43288,seq79068,1.001,1.992,9,110005610.0,110005810.0
43290,seq7907,-1.705,-1.299,10,13066618.0,13066818.0
43292,seq79070,-1.404,0.123,9,110114935.0,110115135.0
43294,seq79099,-1.53,-1.691,9,111400110.0,111400310.0
43296,seq79102,-1.253,-1.222,9,111530005.0,111530205.0
43298,seq79107,-1.215,-1.278,9,111975785.0,111975985.0
43300,seq79108,-1.017,-1.067,9,112000865.0,112001065.0
43302,seq79112,-0.873,-0.745,9,112074840.0,112075040.0
43304,seq79116,-0.801,-0.758,9,112113070.0,112113270.0
43306,seq79120,-0.859,-0.914,9,112325265.0,112325465.0
43308,seq79121,0.382,-0.795,9,112348450.0,112348650.0
43310,seq79128,1.412,1.861,9,112764914.0,112765114.0
43312,seq79131,-1.424,-1.215,9,112810835.0,112811035.0
43314,seq79132,-1.593,-0.672,9,112819950.0,112820150.0
43316,seq79135,-1.007,-0.887,9,112848559.0,112848759.0
43318,seq79139,-0.003,0.337,9,112903230.0,112903430.0
43320,seq79144,1.791,0.953,9,113012120.0,113012320.0
43322,seq79154,0.004,-0.932,9,113160655.0,113160855.0
43324,seq79158,-0.824,-1.352,9,113508105.0,113508305.0
43326,seq79160,-0.822,-0.82,9,113548665.0,113548865.0
43328,seq79162,0.263,0.347,9,113602190.0,113602390.0
43330,seq79164,-0.471,-0.913,9,113620591.0,113620791.0
43332,seq79166,0.702,0.823,9,113623085.0,113623285.0
43334,seq79173,-2.036,-1.996,9,113687912.0,113688112.0
43336,seq79174,-1.643,-1.127,9,113706126.0,113706326.0
43338,seq79176,-0.977,0.497,9,113738465.0,113738665.0
43340,seq79177,0.019,-0.847,9,113742572.0,113742772.0
43342,seq79178,-0.512,-1.666,9,113787975.0,113788175.0
43344,seq7918,0.625,-1.767,10,13371990.0,13372190.0
43346,seq79181,0.877,-0.208,9,113807475.0,113807675.0
43348,seq79182,-1.333,-0.792,9,113853410.0,113853610.0
43350,seq79185,-1.382,-1.595,9,113998950.0,113999150.0
43352,seq79187,-0.307,-0.025,9,114038213.0,114038413.0
43354,seq79192,-1.27,-1.638,9,114163515.0,114163715.0
43356,seq79193,-1.118,-1.372,9,114229326.0,114229526.0
43358,seq79194,-0.563,0.302,9,114239034.0,114239234.0
43360,seq79201,-0.334,-0.642,9,114305910.0,114306110.0
43362,seq79202,-0.911,-0.975,9,114339190.0,114339390.0
43364,seq79206,-2.853,-0.372,9,114396968.0,114397168.0
43366,seq79208,1.627,0.039,9,114398410.0,114398610.0
43368,seq79209,0.142,-0.78,9,114405645.0,114405845.0
43370,seq79211,-0.904,-0.342,9,114487690.0,114487890.0
43372,seq79214,0.495,0.672,9,114583465.0,114583665.0
43374,seq79222,-1.321,-1.154,9,114758081.0,114758281.0
43376,seq79223,-0.524,-1.351,9,114799545.0,114799745.0
43378,seq7923,-0.974,-1.975,10,13440525.0,13440725.0
43380,seq79230,-1.476,-0.143,9,115015130.0,115015330.0
43382,seq79234,1.833,0.486,9,115385865.0,115386065.0
43384,seq7924,-1.536,-0.793,10,13518195.0,13518395.0
43386,seq79242,-1.21,-0.695,9,116080649.0,116080849.0
43388,seq79247,-1.114,-1.507,9,116191875.0,116192075.0
43390,seq79250,-1.417,-1.464,9,116279335.0,116279535.0
43392,seq79254,-1.023,-0.594,9,116337199.0,116337399.0
43394,seq79257,-1.57,-1.511,9,116482765.0,116482965.0
43396,seq79259,-1.015,-0.133,9,116572220.0,116572420.0
43398,seq79261,0.754,0.473,9,116590070.0,116590270.0
43400,seq79264,-0.754,-0.704,9,116674300.0,116674500.0
43402,seq79266,-0.941,-0.5,9,116737140.0,116737340.0
43404,seq79272,-1.972,0.601,9,116870625.0,116870825.0
43406,seq79280,-1.65,-0.747,9,117044340.0,117044540.0
43408,seq79281,-0.5,-0.878,9,117071879.0,117072079.0
43410,seq79291,-0.157,-1.041,9,117393095.0,117393295.0
43412,seq79292,-1.295,-0.726,9,117411650.0,117411850.0
43414,seq79293,-1.12,-1.458,9,117425660.0,117425860.0
43416,seq79295,0.07,-1.568,9,117487595.0,117487795.0
43418,seq79298,-1.533,-0.525,9,117556335.0,117556535.0
43420,seq793,1.274,1.275,1,16644620.0,16644820.0
43422,seq7930,-1.322,-1.127,10,13660065.0,13660265.0
43424,seq79309,-1.334,-0.236,9,117927440.0,117927640.0
43426,seq79319,-0.954,-1.217,9,118457487.0,118457687.0
43428,seq79321,-0.999,-0.699,9,118522175.0,118522375.0
43430,seq79322,-0.859,-1.042,9,118595840.0,118596040.0
43432,seq79326,-1.281,-1.289,9,118891276.0,118891476.0
43434,seq79336,-0.389,-0.031,9,119283195.0,119283395.0
43436,seq79337,-1.501,-1.289,9,119284235.0,119284435.0
43438,seq79338,-1.417,0.21,9,119289860.0,119290060.0
43440,seq79345,-0.907,-0.791,9,119412415.0,119412615.0
43442,seq79347,-0.513,0.149,9,119477287.0,119477487.0
43444,seq79359,-0.255,0.425,9,119963370.0,119963570.0
43446,seq7936,-1.121,-2.39,10,13759220.0,13759420.0
43448,seq79360,1.418,1.809,9,119963910.0,119964110.0
43450,seq79369,-0.737,0.021,9,120299895.0,120300095.0
43452,seq79373,0.113,-0.956,9,120348955.0,120349155.0
43454,seq79378,-0.265,-1.259,9,120439240.0,120439440.0
43456,seq79385,-1.196,-1.347,9,120730732.0,120730932.0
43458,seq79395,0.045,-0.94,9,121003900.0,121004100.0
43460,seq79396,-1.358,-1.263,9,121029803.0,121030003.0
43462,seq79398,0.616,1.214,9,121133235.0,121133435.0
43464,seq79403,-0.775,-1.074,9,121261151.0,121261351.0
43466,seq79405,-0.449,0.988,9,121289340.0,121289540.0
43468,seq79414,-0.801,-0.124,9,121550560.0,121550760.0
43470,seq79417,-0.984,0.675,9,121598120.0,121598320.0
43472,seq79421,-0.809,-1.338,9,121610625.0,121610825.0
43474,seq79424,-1.884,-1.191,9,121640110.0,121640310.0
43476,seq79427,-1.344,-1.167,9,121692721.0,121692921.0
43478,seq79433,0.126,0.234,9,121709255.0,121709455.0
43480,seq79437,0.247,1.047,9,121737015.0,121737215.0
43482,seq79438,-1.607,-1.782,9,121783665.0,121783865.0
43484,seq7944,-1.277,-1.118,10,13866242.0,13866442.0
43486,seq79440,0.692,1.34,9,121819930.0,121820130.0
43488,seq79448,-0.828,-0.97,9,121989065.0,121989265.0
43490,seq79452,-0.335,-1.649,9,122099380.0,122099580.0
43492,seq79456,-1.656,-1.205,9,122126037.0,122126237.0
43494,seq79464,-0.731,-0.88,9,122347134.0,122347334.0
43496,seq79465,-0.319,-0.689,9,122350650.0,122350850.0
43498,seq79471,1.84,-1.239,9,122498915.0,122499115.0
43500,seq79473,-1.455,-0.998,9,122642330.0,122642530.0
43502,seq79479,-0.659,-0.508,9,123225560.0,123225760.0
43504,seq79489,-1.24,-0.624,9,123385445.0,123385645.0
43506,seq7949,0.579,-0.218,10,13944085.0,13944285.0
43508,seq79498,-0.473,-0.974,9,123561165.0,123561365.0
43510,seq79499,-0.676,-1.863,9,123657119.0,123657319.0
43512,seq7950,-1.772,-1.163,10,13957029.0,13957229.0
43514,seq79512,-1.271,-1.116,9,124045650.0,124045850.0
43516,seq79516,-1.486,-0.905,9,124126900.0,124127100.0
43518,seq79517,-2.424,-0.682,9,124133815.0,124134015.0
43520,seq79521,-1.007,-2.335,9,124297580.0,124297780.0
43522,seq79527,-1.587,-1.309,9,124325370.0,124325570.0
43524,seq79531,-1.862,-1.339,9,124360391.0,124360591.0
43526,seq79536,-0.908,0.253,9,124446950.0,124447150.0
43528,seq79537,-0.648,-1.248,9,124475290.0,124475490.0
43530,seq79538,-2.087,-1.813,9,124478050.0,124478250.0
43532,seq79542,-0.899,-0.901,9,124511484.0,124511684.0
43534,seq79543,-0.144,-0.254,9,124522595.0,124522795.0
43536,seq7955,-0.941,-0.909,10,14089300.0,14089500.0
43538,seq79557,0.859,0.772,9,124810915.0,124811115.0
43540,seq79562,-0.817,-0.515,9,124882329.0,124882529.0
43542,seq79563,-1.22,-0.563,9,124894650.0,124894850.0
43544,seq79564,-0.54,-2.031,9,124975220.0,124975420.0
43546,seq79565,0.162,-0.526,9,125010390.0,125010590.0
43548,seq79566,-0.921,-0.527,9,125126176.0,125126376.0
43550,seq79574,0.044,-0.969,9,125374780.0,125374980.0
43552,seq79575,-0.827,-1.036,9,125408040.0,125408240.0
43554,seq79576,-2.019,-3.042,9,125408639.0,125408839.0
43556,seq79577,-1.685,-2.093,9,125409343.0,125409543.0
43558,seq79578,1.469,0.861,9,125410300.0,125410500.0
43560,seq7958,-0.748,-0.931,10,14116922.0,14117122.0
43562,seq79596,-0.676,-0.911,9,125951220.0,125951420.0
43564,seq79599,-3.568,-1.423,9,126082775.0,126082975.0
43566,seq79601,0.747,1.065,9,126093881.0,126094081.0
43568,seq79607,-0.928,-0.118,9,126228955.0,126229155.0
43570,seq79608,-2.785,-2.274,9,126293641.0,126293841.0
43572,seq7961,-2.391,-0.872,10,14185650.0,14185850.0
43574,seq79616,-0.921,-1.259,9,126449228.0,126449428.0
43576,seq79617,-0.829,-1.71,9,126482440.0,126482640.0
43578,seq79622,-1.429,-1.839,9,126500052.0,126500252.0
43580,seq79623,-0.144,0.076,9,126500516.0,126500716.0
43582,seq79627,-2.635,-1.602,9,126517205.0,126517405.0
43584,seq79636,-1.369,-1.498,9,126623643.0,126623843.0
43586,seq79646,-0.39,-1.944,9,126674603.0,126674803.0
43588,seq79647,2.458,2.323,9,126676905.0,126677105.0
43590,seq79651,-1.367,-3.284,9,126705360.0,126705560.0
43592,seq79655,0.869,0.156,9,126723302.0,126723502.0
43594,seq79656,-1.983,-1.302,9,126723863.0,126724063.0
43596,seq79660,-0.168,0.671,9,126781845.0,126782045.0
43598,seq79661,-0.692,-0.508,9,126856425.0,126856625.0
43600,seq79666,-2.266,-1.871,9,126965885.0,126966085.0
43602,seq79668,0.635,1.181,9,127112150.0,127112350.0
43604,seq79671,-1.122,-0.708,9,127199315.0,127199515.0
43606,seq79672,-1.07,-1.026,9,127205176.0,127205376.0
43608,seq79673,-0.146,0.073,9,127214515.0,127214715.0
43610,seq79687,-1.346,-1.015,9,127418110.0,127418310.0
43612,seq79690,0.58,-0.315,9,127489875.0,127490075.0
43614,seq79692,-2.855,-1.461,9,127505910.0,127506110.0
43616,seq79693,-0.004,-0.308,9,127521393.0,127521593.0
43618,seq79694,-2.154,-2.801,9,127523512.0,127523712.0
